MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandSlope,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,TotalSF,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,OverallQual_1,OverallQual_2,OverallQual_3,OverallQual_4,OverallQual_5,OverallQual_6,OverallQual_7,OverallQual_8,OverallQual_9,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
10,4.174387269895637,9.066354521447801,1,1,0,0,4,2000,2000,0.0,3,4,2,4,3,0,6.597145701886651,6,0.0,5.5254529391317835,982.0,0,1,6.9167150203536085,6.782192056006791,0.0,7.5443321080536885,0.0,0.0,2,1,3,0.6931471805599453,3,9,6,1,5,2000.0,0,2.0,431.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0.0,6,0,7.962763930168115,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10,4.174387269895637,9.40137386937216,1,1,0,0,4,2006,2006,0.0,2,4,2,4,3,6,0.0,6,0.0,6.943122422819428,1035.0,2,1,6.9874902470009905,7.123672785204607,0.0,7.750614732770409,0.0,0.0,3,1,4,0.6931471805599453,2,8,6,0,3,2006.0,2,3.0,617.0,5,5,2,5.993961427306569,3.828641396489095,0.0,0.0,0.0,0.0,3,4,0.0,10,0,8.119100837637486,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10,4.442651256490317,9.17585244151751,1,1,0,0,4,1998,1998,5.493061443340548,2,4,2,4,3,2,6.674561391814426,6,0.0,5.537334267018537,1044.0,0,1,6.984716320118266,6.8001700683022,0.0,7.589335823170617,1.0,0.0,2,1,3,0.6931471805599453,2,7,6,1,0,1998.0,0,3.0,885.0,5,5,2,5.351858133476067,3.4657359027997265,0.0,0.0,0.0,0.0,3,4,0.0,4,0,8.013343181386672,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10,4.430816798843313,9.163877497565842,1,1,3,0,4,2000,2000,5.777652323222656,2,4,2,4,2,2,6.226536669287466,6,0.0,6.486160788944089,1160.0,0,1,7.095064377287131,6.937314081223682,0.0,7.711996507047669,1.0,0.0,2,1,3,0.6931471805599453,2,7,6,1,5,2000.0,2,3.0,768.0,5,5,2,0.0,3.9318256327243257,0.0,0.0,0.0,0.0,3,4,0.0,8,0,8.130059039992796,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10,4.499809670330265,9.130647603066935,1,1,0,0,4,2000,2000,6.777646593635117,2,4,0,4,0,2,7.075808863978387,6,0.0,5.883322388488279,1540.0,0,1,7.340186835320115,7.182352111885263,0.0,7.957177323459475,1.0,0.0,2,1,4,0.6931471805599453,0,9,6,1,5,2000.0,2,3.0,774.0,5,5,2,5.5134287461649825,4.02535169073515,0.0,0.0,0.0,0.0,3,4,0.0,5,0,8.388450315523512,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10,4.430816798843313,9.212338374638856,1,1,0,0,4,1995,1995,5.986452005284438,2,4,2,4,3,0,6.269096283706261,6,0.0,6.704414354964107,1342.0,0,1,7.214504414151143,7.221835825288449,0.0,7.910957382845589,0.0,0.0,2,1,4,0.6931471805599453,2,9,6,1,0,1995.0,2,3.0,725.0,5,5,2,5.730099782973574,5.135798437050262,5.1298987149230735,0.0,0.0,0.0,3,4,0.0,8,0,8.31115254800169,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10,4.74493212836325,9.755161543000131,1,1,0,0,4,1993,1994,6.6052979209482015,2,2,0,4,1,5,5.680172609017068,2,7.2399325913204695,3.8918202981106265,1733.0,0,1,7.56734567601324,7.357556200910353,0.0,8.160803920954665,1.0,0.0,3,1,4,0.6931471805599453,0,11,6,1,5,1993.0,2,3.0,959.0,5,5,2,6.769641976852503,4.465908118654584,0.0,0.0,5.351858133476067,0.0,3,4,0.0,7,0,8.562931083090092,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10,4.499809670330265,9.233763886919771,1,1,0,0,4,1994,1995,6.218600119691729,2,4,2,4,1,2,5.942799375126701,1,5.1298987149230735,6.610696044717759,1290.0,0,1,7.174724309836376,7.081708586105575,0.0,7.822044008185619,1.0,0.0,2,1,4,0.6931471805599453,2,9,6,1,5,1994.0,0,3.0,803.0,5,5,2,5.303304908059076,4.564348191467836,0.0,0.0,0.0,0.0,3,0,0.0,8,0,8.23880116587155,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10,4.499809670330265,9.440340364086879,1,1,0,0,4,1993,1993,6.042632833682381,2,4,2,4,3,3,5.5134287461649825,2,6.946975992135418,0.0,1286.0,0,1,7.356279876550748,7.118826249062078,0.0,7.937374696163295,1.0,0.0,2,1,3,0.6931471805599453,2,8,6,1,5,1993.0,0,3.0,704.0,5,5,2,6.07073772800249,4.919980925828125,0.0,0.0,0.0,0.0,3,4,0.0,1,0,8.315321775377567,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10,4.330733340286331,9.429315246418172,1,1,0,0,4,2005,2006,5.262690188904886,2,4,2,1,3,6,0.0,6,0.0,7.00397413672268,1100.0,0,1,7.018401799069201,6.744059186311348,0.0,7.583247524303362,0.0,0.0,2,1,3,0.6931471805599453,2,8,6,1,2,2005.0,0,2.0,760.0,5,5,2,5.303304908059076,4.2626798770413155,0.0,0.0,0.0,0.0,3,4,0.0,0,0,8.027802848370312,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,3.912023005428146,9.6302999262348,1,1,0,0,4,2006,2006,0.0,2,4,0,1,3,2,7.354362330421477,6,0.0,4.6913478822291435,1670.0,0,1,7.421177528595393,0.0,0.0,7.421177528595393,1.0,0.0,2,1,2,0.6931471805599453,2,6,6,1,2,2006.0,2,3.0,928.0,5,5,2,0.0,5.484796933490655,5.303304908059076,0.0,0.0,0.0,3,4,0.0,11,0,8.114025442356757,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,4.454347296253507,9.299906815335225,1,1,3,0,4,2006,2006,4.110873864173311,2,4,2,4,3,6,0.0,6,0.0,7.316548177182976,1504.0,0,1,7.316548177182976,0.0,0.0,7.316548177182976,0.0,0.0,2,0,3,0.6931471805599453,2,7,6,0,3,2006.0,0,2.0,510.0,5,5,2,4.976733742420574,0.0,0.0,0.0,0.0,0.0,3,4,0.0,11,0,8.009363076630045,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,4.290459441148391,9.0642735958414,1,1,3,0,4,2006,2006,0.0,2,4,2,4,3,2,3.2188758248682006,6,0.0,7.134890851565884,1278.0,0,1,7.153833801578843,0.0,0.0,7.153833801578843,0.0,0.0,2,0,2,0.6931471805599453,2,5,6,0,3,2006.0,2,2.0,584.0,5,5,2,0.0,4.110873864173311,0.0,0.0,0.0,0.0,3,4,0.0,1,0,7.846589975291186,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10,4.61512051684126,9.485165142425407,1,1,3,0,4,2006,2006,0.0,2,4,0,4,3,2,7.515889085215125,6,0.0,5.303304908059076,2036.0,0,1,7.619233416226805,6.405228458030842,0.0,7.878912912297133,1.0,0.0,3,1,3,0.6931471805599453,0,11,6,1,2,2006.0,2,3.0,792.0,5,5,2,0.0,5.583496308781699,0.0,0.0,0.0,0.0,3,4,0.0,2,0,8.450412157725886,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10,4.189654742026425,9.002824076547672,1,1,3,0,4,2005,2005,0.0,2,4,2,4,3,6,0.0,6,0.0,6.755768921984255,858.0,0,1,6.755768921984255,6.755768921984255,0.0,7.448333860897476,0.0,0.0,2,1,3,0.6931471805599453,2,7,6,0,3,2005.0,2,2.0,615.0,5,5,2,0.0,3.9889840465642745,0.0,0.0,0.0,0.0,3,4,0.0,4,0,7.853604813097837,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,4.31748811353631,8.953381472167242,1,1,0,0,4,2005,2005,0.0,3,4,4,4,2,2,3.2188758248682006,6,0.0,7.020190708311925,1142.0,0,1,7.04141166379481,0.0,0.0,7.04141166379481,0.0,0.0,1,1,3,0.6931471805599453,2,5,6,0,3,0.0,1,0.0,0.0,3,3,2,1.6094379124341003,3.9318256327243257,0.0,0.0,0.0,0.0,3,4,0.0,0,0,7.734121303328305,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,4.5217885770490405,9.307920700315046,1,1,0,0,4,2005,2006,4.77912349311153,2,4,2,4,0,6,0.0,6,0.0,7.244941546337007,1400.0,0,1,7.244941546337007,0.0,0.0,7.244941546337007,0.0,0.0,2,0,3,0.6931471805599453,2,6,6,0,3,2005.0,2,2.0,612.0,5,5,2,4.976733742420574,4.02535169073515,0.0,0.0,0.0,0.0,3,4,0.0,1,0,7.937731775260109,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,4.1588830833596715,9.47830431356186,1,1,3,0,4,2005,2006,0.0,3,4,2,4,3,6,0.0,6,0.0,7.0317412587631285,1131.0,0,1,7.0317412587631285,0.0,0.0,7.0317412587631285,0.0,0.0,1,1,3,0.6931471805599453,2,6,6,0,3,0.0,1,0.0,0.0,3,3,2,0.0,3.6888794541139363,0.0,0.0,0.0,0.0,3,4,0.0,5,0,7.724446645633537,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10,4.189654742026425,8.962007209588313,1,1,3,0,4,2005,2005,5.153291594497779,2,4,2,4,3,6,0.0,6,0.0,6.79346613258001,891.0,0,1,6.79346613258001,6.679599185844383,0.0,7.430707082545968,0.0,0.0,2,1,3,0.6931471805599453,2,8,6,0,3,2005.0,0,2.0,462.0,5,5,2,4.976733742420574,4.624972813284271,0.0,0.0,0.0,0.0,3,4,0.0,6,0,7.8547691834991324,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10,4.31748811353631,8.94023623179847,1,1,0,0,4,2005,2005,4.574710978503383,2,4,2,4,3,6,0.0,6,0.0,6.665683717782408,784.0,0,1,6.723832440821209,6.626717749249025,0.0,7.368970402194793,0.0,0.0,2,1,3,0.6931471805599453,2,7,6,0,3,2005.0,2,2.0,449.0,5,5,2,4.61512051684126,4.356708826689592,0.0,0.0,0.0,0.0,3,4,0.0,5,0,7.7706452341291765,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10,4.2626798770413155,9.024613022047395,1,1,0,0,4,1997,1998,0.0,3,4,2,4,3,6,0.0,6,0.0,6.848005274576363,941.0,0,1,6.848005274576363,6.799055862058796,0.0,7.516433302915632,0.0,0.0,2,1,3,0.6931471805599453,3,7,6,0,3,1997.0,2,2.0,688.0,5,5,2,5.017279836814924,5.111987788356544,0.0,0.0,0.0,0.0,3,0,0.0,9,0,7.929846429742503,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
